Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1996-11-18 00:00:00-05:00,32.14592361450195,32.48429984969618,31.299977615440255,32.14592361450195,1677,0.0,0.0
1996-11-19 00:00:00-05:00,32.39970779418945,32.5688986277858,31.976734768505946,32.39970779418945,6288,0.0,0.0
1996-11-20 00:00:00-05:00,32.14592361450195,32.5688966140328,32.14592361450195,32.14592361450195,23790,0.0,0.0
1996-11-21 00:00:00-05:00,32.48429870605469,32.48429870605469,32.14592248277333,32.48429870605469,4611,0.0,0.0
1996-11-22 00:00:00-05:00,32.06132507324219,32.399701261128385,32.06132507324219,32.06132507324219,734,0.0,0.0
1996-11-25 00:00:00-05:00,32.14592361450195,32.39970579089762,31.807544673769662,32.14592361450195,4716,0.0,0.0
1996-11-26 00:00:00-05:00,32.31510925292969,32.31510925292969,31.638354128922867,32.31510925292969,4506,0.0,0.0
1996-11-27 00:00:00-05:00,31.638351440429688,32.23051246180856,31.638351440429688,31.638351440429688,1782,0.0,0.0
1996-11-29 00:00:00-05:00,32.23051452636719,32.48429667798399,32.145920475828255,32.23051452636719,4297,0.0,0.0
1996-12-02 00:00:00-05:00,31.807546615600582,32.145925576990706,31.72295255163761,31.807546615600586,23580,0.0,0.0
1996-12-03 00:00:00-05:00,31.55376243591309,31.807544611814436,31.13078943720611,31.553762435913086,31964,0.0,0.0
1996-12-04 00:00:00-05:00,31.55376243591309,31.722950553180652,31.299977554473678,31.553762435913086,19283,0.0,0.0
1996-12-05 00:00:00-05:00,32.23051452636719,32.31510857690612,31.80754156813471,32.23051452636719,2620,0.0,0.0
1996-12-06 00:00:00-05:00,31.299976348876957,32.061328258331756,31.299976348876957,31.299976348876953,8594,0.0,0.0
1996-12-09 00:00:00-05:00,31.722948074340817,31.722948074340817,31.384569160708644,31.72294807434082,4821,0.0,0.0
1996-12-10 00:00:00-05:00,31.55376243591309,31.976732729082002,31.55376243591309,31.553762435913086,5764,0.0,0.0
1996-12-11 00:00:00-05:00,31.976728439331055,31.976728439331055,31.46916145008156,31.976728439331055,7546,0.0,0.0
1996-12-12 00:00:00-05:00,31.638351440429688,32.061324371568205,31.638351440429688,31.638351440429688,4297,0.0,0.0
1996-12-13 00:00:00-05:00,31.638351440429688,31.80753953067004,31.29997255441135,31.638351440429688,9432,0.0,0.0
1996-12-16 00:00:00-05:00,31.384567260742188,31.8075402007919,31.29997321383978,31.384567260742188,13414,0.0,0.0
1996-12-17 00:00:00-05:00,31.215375900268555,31.384563976367943,30.79240300448268,31.215375900268555,7965,0.0,0.0
1996-12-18 00:00:00-05:00,31.130783081054688,31.29997116377815,30.87699825143199,31.130783081054688,5345,0.0,0.0
1996-12-19 00:00:00-05:00,31.130783081054688,31.469159246501608,30.79240421007026,31.130783081054688,2096,0.0,0.0
1996-12-20 00:00:00-05:00,30.876993179321286,31.130777967255195,30.792399151855673,30.87699317932129,4506,0.0,0.0
1996-12-23 00:00:00-05:00,30.79240608215332,31.215379020214925,30.53862123710129,30.79240608215332,24942,0.0,0.0
1996-12-24 00:00:00-05:00,30.538618087768555,30.876996944429635,30.538618087768555,30.538618087768555,1886,0.0,0.0
1996-12-26 00:00:00-05:00,30.623218536376953,30.96159472844284,30.53862178282276,30.623218536376953,20855,0.0,0.0
1996-12-27 00:00:00-05:00,30.876993179321286,31.215371994720808,30.876993179321286,30.87699317932129,4821,0.0,0.0
1996-12-30 00:00:00-05:00,31.469165802001957,31.469165802001957,31.046192801544162,31.469165802001953,12366,0.0,0.0
1996-12-31 00:00:00-05:00,31.299976348876957,31.46916445962782,31.299976348876957,31.299976348876953,1258,0.0,0.0
1997-01-02 00:00:00-05:00,31.299976348876957,31.553761220541208,31.130788238126094,31.299976348876953,3773,0.0,0.0
1997-01-03 00:00:00-05:00,31.046190261840824,31.469163227697724,30.877002157713203,31.04619026184082,10794,0.0,0.0
1997-01-06 00:00:00-05:00,31.299976348876957,31.299976348876957,30.623221200335546,31.299976348876953,2620,0.0,0.0
1997-01-07 00:00:00-05:00,31.130783081054688,31.130783081054688,30.961592292793718,31.130783081054688,1991,0.0,0.0
1997-01-08 00:00:00-05:00,31.976728439331055,31.976728439331055,31.55375820290456,31.976728439331055,4402,0.0,0.0
1997-01-09 00:00:00-05:00,32.56889343261719,32.653487483152375,31.892135617260095,32.56889343261719,5659,0.0,0.0
1997-01-10 00:00:00-05:00,32.48429870605469,32.65348952323334,32.31511059441401,32.48429870605469,5869,0.0,0.0
1997-01-13 00:00:00-05:00,32.48429870605469,32.90727169069436,32.48429870605469,32.48429870605469,25781,0.0,0.0
1997-01-14 00:00:00-05:00,32.65348434448242,32.65348434448242,32.315105469329026,32.65348434448242,9432,0.0,0.0
1997-01-15 00:00:00-05:00,32.39970779418945,32.7380867558439,32.39970779418945,32.39970779418945,2725,0.0,0.0
1997-01-16 00:00:00-05:00,32.907264709472656,33.24564356650547,32.907264709472656,32.907264709472656,4821,0.0,0.0
1997-01-17 00:00:00-05:00,33.49943161010742,33.49943161010742,33.16105539871354,33.49943161010742,9013,0.0,0.0
1997-01-20 00:00:00-05:00,33.922401428222656,34.006998178749285,33.41483445275103,33.922401428222656,36785,0.0,0.0
1997-01-21 00:00:00-05:00,34.00699996948242,34.42997021670009,33.3302421628586,34.00699996948242,15196,0.0,0.0
1997-01-22 00:00:00-05:00,34.514564514160156,34.514564514160156,34.09159159152142,34.514564514160156,10585,0.0,0.0
1997-01-23 00:00:00-05:00,34.852935791015625,34.852935791015625,34.51455966487642,34.852935791015625,17921,0.0,0.0
1997-01-24 00:00:00-05:00,34.76834487915039,34.93753295740078,34.76834487915039,34.76834487915039,3668,0.0,0.0
1997-01-27 00:00:00-05:00,34.852935791015625,35.445099422833614,34.852935791015625,34.852935791015625,8803,0.0,0.0
1997-01-28 00:00:00-05:00,34.42996597290039,34.78949402064259,34.345371933883825,34.42996597290039,6812,0.0,0.0
1997-01-29 00:00:00-05:00,33.837806701660156,34.17618558033803,33.837806701660156,33.837806701660156,5135,0.0,0.0
1997-01-30 00:00:00-05:00,34.00699996948242,34.17618806836949,33.668621066170516,34.00699996948242,7441,0.0,0.0
1997-01-31 00:00:00-05:00,33.922401428222656,34.09159222373828,33.753213338244656,33.922401428222656,7965,0.0,0.0
1997-02-03 00:00:00-05:00,34.59915542602539,34.76834349755271,34.429964648960734,34.59915542602539,25781,0.0,0.0
1997-02-04 00:00:00-05:00,34.42996597290039,34.683750795487526,33.837804994246994,34.42996597290039,11633,0.0,0.0
1997-02-05 00:00:00-05:00,34.59915542602539,34.68374946178905,34.26077657743341,34.59915542602539,8384,0.0,0.0
1997-02-06 00:00:00-05:00,34.514564514160156,34.514564514160156,33.922400799143375,34.514564514160156,17502,0.0,0.0
1997-02-07 00:00:00-05:00,34.176185607910156,34.429967737970124,33.83780672895929,34.176185607910156,22951,0.0,0.0
1997-02-10 00:00:00-05:00,34.514564514160156,34.59915855758039,34.34537372178212,34.514564514160156,1782,0.0,0.0
1997-02-11 00:00:00-05:00,34.091590881347656,34.42996704797975,34.091590881347656,34.091590881347656,13834,0.0,0.0
1997-02-12 00:00:00-05:00,33.837806701660156,34.17618558033803,33.837806701660156,33.837806701660156,4506,0.0,0.0
1997-02-13 00:00:00-05:00,34.34538269042969,34.51457352698872,34.007006428388195,34.34538269042969,4611,0.0,0.0
1997-02-14 00:00:00-05:00,34.514564514160156,35.02213148021912,34.514564514160156,34.514564514160156,13205,0.0,0.0
